,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tampereen Purkutyöt Oy,13.04.2015,
1,Y-tunnus,2685022-2,,
2,Kotipaikka,Ylöjärvi,13.04.2015,
3,Yritysmuoto,Osakeyhtiö,13.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.04.2015,,
6,Viimeisin rekisteröintiajankohta,14.07.2017,14.07.2017,
7,Yrityksen tiedot järjestelmässä alkaen,13.04.2015,,
8,Yrityksen tila,Rekisterissä,13.04.2015,
9,Yrityksen tilanne,Konkurssissa,03.05.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,23.03.2017,
13,Postiosoite,c/o Vainiontie 4  Vainiontie 4  33470  Ylöjärvi  Suomi,,
14,Käyntiosoite,c/o Vainiontie 4  Vainiontie 4  33470  Ylöjärvi  Suomi,,
15,Sähköposti,samuli.selin(a)tampereenpurkutyot.fi,,
16,Www,http://www.tampereenpurkutyot.fi,,
