,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Oy Metsän Polku - Forest Path Ltd,06.10.2015,
1,Y-tunnus,2710870-8,,
2,Kotipaikka,Turku,06.10.2015,
3,Yritysmuoto,Osakeyhtiö,06.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.10.2015,,
6,Viimeisin rekisteröintiajankohta,03.03.2022,03.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,06.10.2015,,
8,Yrityksen tila,Rekisterissä,06.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.02.2021,
11,Yhteystiedot,,14.09.2015,
12,Postiosoite,Virmuntie 31  20540  Turku  Suomi,,
13,Puhelin,040 7585 700,,
14,Sähköposti,metsanpolku(a)gmail.com,,
