,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,KAVPI OY,25.02.2015,
1,Y-tunnus,2674414-7,,
2,Kotipaikka,Somero,25.02.2015,
3,Yritysmuoto,Osakeyhtiö,25.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.02.2015,,
6,Viimeisin rekisteröintiajankohta,10.11.2022,10.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,25.02.2015,,
8,Yrityksen tila,Rekisterissä,25.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,23.08.2021,
12,Postiosoite,c/o Kavpi oy  Teerimäentie 5  31410  Ylöpirtti  Suomi,,
13,Käyntiosoite,c/o Kavpi oy  Teerimäentie 5  31410  Ylöpirtti  Suomi,,
