,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Koze Oy,02.07.2015,
1,Y-tunnus,2693229-5,,
2,Kotipaikka,Lahti,02.07.2015,
3,Yritysmuoto,Osakeyhtiö,02.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.07.2015,,
6,Viimeisin rekisteröintiajankohta,15.02.2023,15.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,02.07.2015,,
8,Yrityksen tila,Rekisterissä,02.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.12.2019,
11,Yhteystiedot,,04.08.2020,
12,Postiosoite,kukonkoskenkatu 9  15700  Lahti  Suomi,,
13,Käyntiosoite,Kukonkoskenkatu 9  15700  Lahti  Suomi,,
