,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Myllykyläntie Oy,03.03.2015,
1,Y-tunnus,2678087-7,,
2,Kotipaikka,Espoo,03.03.2015,
3,Yritysmuoto,Osakeyhtiö,03.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.03.2015,,
6,Viimeisin rekisteröintiajankohta,04.08.2022,04.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.03.2015,,
8,Yrityksen tila,Rekisterissä,03.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,24.02.2015,
12,Postiosoite,Kalajärventie 23  02970  Espoo  Suomi,,
13,Käyntiosoite,Kalajärventie 23  02970  Espoo  Suomi,,
