,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,HKI KAARLE XVI Oy,04.08.2015,
1,Y-tunnus,2702097-6,,
2,Kotipaikka,Helsinki,04.08.2015,
3,Yritysmuoto,Osakeyhtiö,04.08.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,04.08.2015,,
6,Viimeisin rekisteröintiajankohta,07.09.2022,07.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,04.08.2015,,
8,Yrityksen tila,Rekisterissä,04.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.04.2020,
11,Yhteystiedot,,20.12.2022,
12,Postiosoite,c/o HKI KAARLE XVI OY  Kalasatamankatu 9 A 176  00580  Helsingfors  Suomi,,
13,Käyntiosoite,Kaarlenkatu 1  00530  Helsingfors  Suomi,,
14,Sähköposti,ryan(a)brewsterbar.fi,,
15,Www,http://www.brewsterbar.fi,,
