,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lactor Oy,31.01.2016,
1,Y-tunnus,2699403-1,,
2,Kotipaikka,Helsinki,31.01.2016,
3,Yritysmuoto,Osakeyhtiö,31.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.01.2016,,
6,Viimeisin rekisteröintiajankohta,10.06.2022,10.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,31.01.2016,,
8,Yrityksen tila,Rekisterissä,31.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.10.2019,
11,Yhteystiedot,,03.04.2017,
12,Postiosoite,Neitsytpolku 1b A 24  00140  Helsinki  Suomi,,
13,Puhelin,"09-8703680, 0400-423552",,
14,Sähköposti,lactor(a)co.inet.fi,,
