,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Matka Raahe Oy,28.04.2015,
1,Y-tunnus,2686228-2,,
2,Kotipaikka,Raahe,28.04.2015,
3,Yritysmuoto,Osakeyhtiö,28.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.04.2015,,
6,Viimeisin rekisteröintiajankohta,29.07.2022,29.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,28.04.2015,,
8,Yrityksen tila,Rekisterissä,28.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.05.2020,
11,Yhteystiedot,,05.06.2018,
12,Postiosoite,Kaskipellontie 20  92140  Pattijoki  Suomi,,
13,Puhelin,"0400-386666, 0400-386666",,
14,Sähköposti,myynti(a)tilausliikennenylander.fi,,
15,Www,http://Tilausliikennenylander.fi,,
