,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Artasfin Oy,01.10.2015,
1,Y-tunnus,2711480-9,,
2,Kotipaikka,Espoo,19.04.2016,
3,Yritysmuoto,Osakeyhtiö,30.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.09.2015,,
6,Viimeisin rekisteröintiajankohta,29.11.2022,29.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.09.2015,,
8,Yrityksen tila,Rekisterissä,30.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,14.04.2016,
12,Postiosoite,Metallimiehenkuja 10  02150  Espoo  Suomi,,
13,Käyntiosoite,Metallimiehenkuja 10  02150  Espoo  Suomi,,
14,Puhelin,"+358 46 9232 133, +358 46 9232 133",,
15,Www,http://www.artasfin.fi,,
