,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kuljetusliike PowerLine Oy,09.11.2015,
1,Y-tunnus,2712989-1,,
2,Kotipaikka,Seinäjoki,09.11.2015,
3,Yritysmuoto,Osakeyhtiö,09.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.11.2015,,
6,Viimeisin rekisteröintiajankohta,01.12.2022,01.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,09.11.2015,,
8,Yrityksen tila,Rekisterissä,09.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,11.01.2023,
12,Postiosoite,Tervasviita 9 A 35  60150  Seinäjoki  Suomi,,
13,Käyntiosoite,Tervasviita 9 A 35  60150  Seinäjoki  Suomi,,
14,Puhelin,045-8736115,,
