,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kankaanpään Metallituote OY,18.12.2015,
1,Y-tunnus,2730500-7,,
2,Kotipaikka,Kankaanpää,18.12.2015,
3,Yritysmuoto,Osakeyhtiö,18.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.12.2015,,
6,Viimeisin rekisteröintiajankohta,06.05.2023,06.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,18.12.2015,,
8,Yrityksen tila,Rekisterissä,18.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.07.2020,
11,Yhteystiedot,,20.08.2019,
12,Postiosoite,Kenttäkatu 2a  38700  Kankaanpää  Suomi,,
13,Käyntiosoite,Kenttäkatu 2a  38700  Kankaanpää  Suomi,,
14,Puhelin,044 5788055,,
15,Sähköposti,Metallituote(a)hotmail.com,,
