,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MZ Group Oy Ltd,16.03.2015,
1,Y-tunnus,2678636-3,,
2,Kotipaikka,Helsinki,16.03.2015,
3,Yritysmuoto,Osakeyhtiö,16.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.03.2015,,
6,Viimeisin rekisteröintiajankohta,25.03.2022,25.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,16.03.2015,,
8,Yrityksen tila,Rekisterissä,16.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.02.2022,
11,Yhteystiedot,,09.11.2021,
12,Postiosoite,PL 9  00701  Helsinki  Suomi,,
13,Puhelin,0417590389,,
