,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Axtrantti Oy,05.08.2015,
1,Y-tunnus,2700607-4,,
2,Kotipaikka,Oulu,05.08.2015,
3,Yritysmuoto,Osakeyhtiö,05.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.08.2015,,
6,Viimeisin rekisteröintiajankohta,03.02.2023,03.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,05.08.2015,,
8,Yrityksen tila,Rekisterissä,05.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.06.2020,
11,Yhteystiedot,,09.04.2019,
12,Postiosoite,Pihtakuja 2 A  90230  Oulu  Suomi,,
13,Käyntiosoite,Pihtakuja 2 A  90230  Oulu  Suomi,,
14,Sähköposti,Kissankapalaoy(a)gmail.com,,
