,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,KSHS-Savupiipun Korjaukset Oy,13.05.2019,
1,Y-tunnus,2681059-7,,
2,Kotipaikka,Jyväskylä,20.03.2015,
3,Yritysmuoto,Osakeyhtiö,20.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.03.2015,,
6,Viimeisin rekisteröintiajankohta,03.03.2023,03.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,20.03.2015,,
8,Yrityksen tila,Rekisterissä,20.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.05.2020,
11,Yhteystiedot,,29.07.2021,
12,Postiosoite,Tähteläntie 5  40420  Jyskä  Suomi,,
13,Käyntiosoite,Tähteläntie 5  40420  Jyskä  Suomi,,
14,Puhelin,"045 612 7038, 045 612 7038",,
15,Sähköposti,yhteys(a)kshs.fi,,
16,Www,http://www.kshs.fi,,
