,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rautarakenne Lehtinen Oy,01.07.2015,
1,Y-tunnus,2695973-8,,
2,Kotipaikka,Pirkkala,01.07.2015,
3,Yritysmuoto,Osakeyhtiö,01.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.07.2015,,
6,Viimeisin rekisteröintiajankohta,25.11.2022,25.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.07.2015,,
8,Yrityksen tila,Rekisterissä,01.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,11.06.2015,
12,Postiosoite,Vanhatie 22  33960  Pirkkala  Suomi,,
13,Käyntiosoite,Vesalantie 19  33960  Pirkkala  Suomi,,
14,Puhelin,"033791559, 0400634172",,
15,Faksi,033791748,,
16,Www,http://www.rautarakennelehtinen.fi,,
