,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Jämsän Terveys Oy,05.05.2015,
1,Y-tunnus,2685106-5,,
2,Kotipaikka,Jämsä,05.05.2015,
3,Yritysmuoto,Osakeyhtiö,05.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.05.2015,,
6,Viimeisin rekisteröintiajankohta,20.02.2023,20.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,05.05.2015,,
8,Yrityksen tila,Rekisterissä,05.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.06.2020,
11,Yhteystiedot,,12.06.2017,
12,Postiosoite,c/o Pihlajalinna Terveys Oy  Kehräsaari B  33200  Tampere  Suomi,,
13,Käyntiosoite,Sairaalantie 11  42100  Jämsä  Suomi,,
14,Www,http://www.pihlajalinna.fi,,
