,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Bamseboss Oy,04.09.2015,
1,Y-tunnus,2705874-7,,
2,Kotipaikka,Helsinki,04.09.2015,
3,Yritysmuoto,Osakeyhtiö,04.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.09.2015,,
6,Viimeisin rekisteröintiajankohta,04.04.2023,04.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,04.09.2015,,
8,Yrityksen tila,Rekisterissä,04.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.11.2019,
11,Yhteystiedot,,21.08.2015,
12,Postiosoite,c/o Casa Alto  Laivurinrinne 1  00120  Helsinki  Suomi,,
13,Käyntiosoite,c/o Casa Alto  Laivurinrinne 1  00120  Helsinki  Suomi,,
14,Puhelin,050 5361876,,
