,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kuhlberg Invest Ab Oy,05.05.2015,
1,Y-tunnus,2686488-6,,
2,Kotipaikka,Pedersören kunta,05.05.2015,
3,Yritysmuoto,Osakeyhtiö,05.05.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,05.05.2015,,
6,Viimeisin rekisteröintiajankohta,07.03.2023,07.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,05.05.2015,,
8,Yrityksen tila,Rekisterissä,05.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,29.03.2022,
12,Postiosoite,c/o Kuhlbergsbyggservice ab oy  Företagarvägen 19 B  68600  Jakobstad  Suomi,,
13,Käyntiosoite,c/o Kuhlbergsbyggservice Ab Oy  Företagarvägen 19 B  68600  Jakobstad  Suomi,,
14,Puhelin,"044 2900082, 044 2900082",,
15,Sähköposti,info(a)kuhlbergs.fi,,
