,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tampereen Saneerauspalvelu Oy,27.05.2015,
1,Y-tunnus,2692385-8,,
2,Kotipaikka,Tampere,27.05.2015,
3,Yritysmuoto,Osakeyhtiö,27.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.05.2015,,
6,Viimeisin rekisteröintiajankohta,10.09.2022,10.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.05.2015,,
8,Yrityksen tila,Rekisterissä,27.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,15.06.2016,
12,Postiosoite,PL 40  33901  Tampere  Suomi,,
13,Puhelin,+358456408113,,
14,Www,http://www.tampereensaneerauspalvelu.fi,,
