,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,ANM-Kuljetus Oy,14.09.2015,
1,Y-tunnus,2708856-7,,
2,Kotipaikka,Luumäki,14.09.2015,
3,Yritysmuoto,Osakeyhtiö,14.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.09.2015,,
6,Viimeisin rekisteröintiajankohta,14.07.2022,14.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,14.09.2015,,
8,Yrityksen tila,Rekisterissä,14.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.07.2020,
11,Yhteystiedot,,03.09.2015,
12,Postiosoite,Teollisuustie 17  54500  Taavetti  Suomi,,
13,Käyntiosoite,Teollisuustie 17  54500  Taavetti  Suomi,,
