,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Taaleri Tonttirahaston hallinnointiyhtiö Oy,10.02.2016,
1,Y-tunnus,2669135-6,,
2,Kotipaikka,Helsinki,03.02.2015,
3,Yritysmuoto,Osakeyhtiö,03.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.02.2015,,
6,Viimeisin rekisteröintiajankohta,25.05.2022,25.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.02.2015,,
8,Yrityksen tila,Rekisterissä,03.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,10.12.2019,
11,Yhteystiedot,,23.03.2018,
12,Postiosoite,Kasarmikatu 21 B  00130  Helsinki  Suomi,,
13,Puhelin,+358467147100,,
