,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Eforte Oy,15.10.2015,
1,Y-tunnus,2709268-9,,
2,Kotipaikka,Hyvinkää,22.08.2016,
3,Yritysmuoto,Osakeyhtiö,10.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.09.2015,,
6,Viimeisin rekisteröintiajankohta,07.11.2022,07.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,10.09.2015,,
8,Yrityksen tila,Rekisterissä,10.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.01.2022,
11,Yhteystiedot,,30.06.2016,
12,Postiosoite,Heikkiläntie 10  05460  Hyvinkää  Suomi,,
13,Käyntiosoite,Heikkiläntie 10  05460  Hyvinkää  Suomi,,
14,Puhelin,"010 526 4236, 010 526 4236",,
15,Sähköposti,info(a)eforte.fi,,
16,Www,http://www.eforte.fi,,
