,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Noodle Bar 9 Oy,22.09.2015,
1,Y-tunnus,2711086-7,,
2,Kotipaikka,Oulu,22.09.2015,
3,Yritysmuoto,Osakeyhtiö,22.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.09.2015,,
6,Viimeisin rekisteröintiajankohta,08.09.2022,08.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.09.2015,,
8,Yrityksen tila,Rekisterissä,22.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.05.2020,
11,Yhteystiedot,,03.10.2021,
12,Postiosoite,Merikoskenkatu 9 B 43  90500  Oulu  Suomi,,
13,Käyntiosoite,Merikoskenkatu 9  90500  Oulu  Suomi,,
14,Www,http://www.noodlebar9.fi,,
