,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistötoimisto TaloMaa Oy,04.01.2016,
1,Y-tunnus,2732716-9,,
2,Kotipaikka,Pirkkala,04.01.2016,
3,Yritysmuoto,Osakeyhtiö,04.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.01.2016,,
6,Viimeisin rekisteröintiajankohta,10.03.2023,10.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,04.01.2016,,
8,Yrityksen tila,Rekisterissä,04.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,06.03.2019,
12,Postiosoite,Tuohikorpi 19 B  33960  Pirkkala  Suomi,,
13,Käyntiosoite,Tuohikorpi 19 B  33960  Pirkkala  Suomi,,
14,Puhelin,0500621330,,
15,Sähköposti,tuukka.salomaa(a)talomaa.fi,,
16,Www,http://www.talomaa.fi,,
