,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Aulangon Seikkailupuisto Hugo,25.01.2016,
1,Y-tunnus,2737093-3,,
2,Kotipaikka,Hämeenlinna,25.01.2016,
3,Yritysmuoto,Osakeyhtiö,25.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.01.2016,,
6,Viimeisin rekisteröintiajankohta,13.05.2023,13.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,25.01.2016,,
8,Yrityksen tila,Rekisterissä,25.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.07.2020,
11,Yhteystiedot,,21.04.2016,
12,Postiosoite,Aulangontie 93  13210  Hämeenlinna  Suomi,,
13,Käyntiosoite,Aulangontie 93  13210  Hämeenlinna  Suomi,,
14,Puhelin,+35810086486,,
15,Sähköposti,Info(a)hugopark.fi,,
16,Www,http://www.hugopark.fi,,
