,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Asuntokaupan Kotikenttä Oy,07.04.2015,
1,Y-tunnus,2683222-7,,
2,Kotipaikka,Kouvola,07.04.2015,
3,Yritysmuoto,Osakeyhtiö,07.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.04.2015,,
6,Viimeisin rekisteröintiajankohta,16.08.2022,16.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,07.04.2015,,
8,Yrityksen tila,Rekisterissä,07.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,31.12.2019,
11,Yhteystiedot,,25.03.2015,
12,Postiosoite,Kouvolankatu 1  45100  Kouvola  Suomi,,
13,Käyntiosoite,Kouvolankatu 1  45100  Kouvola  Suomi,,
