,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Asianajotoimisto Acteo Oy,23.09.2019,
1,Y-tunnus,2663800-2,,
2,Kotipaikka,Oulu,21.01.2015,
3,Yritysmuoto,Osakeyhtiö,21.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.01.2015,,
6,Viimeisin rekisteröintiajankohta,10.09.2022,10.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,21.01.2015,,
8,Yrityksen tila,Rekisterissä,21.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.04.2020,
11,Yhteystiedot,,19.06.2019,
12,Postiosoite,Kirkkokatu 19 A 14  90100  Oulu  Suomi,,
13,Käyntiosoite,Kirkkokatu 19 A 14  90100  Oulu  Suomi,,
14,Puhelin,0505590535,,
15,Sähköposti,mikko(a)lakiravaska.fi,,
16,Www,http://www.lakiravaska.fi,,
