,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Valossa Labs Oy,22.10.2015,
1,Y-tunnus,2718321-4,,
2,Kotipaikka,Oulu,22.10.2015,
3,Yritysmuoto,Osakeyhtiö,22.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.10.2015,,
6,Viimeisin rekisteröintiajankohta,23.08.2022,23.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.10.2015,,
8,Yrityksen tila,Rekisterissä,22.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,05.04.2016,
12,Postiosoite,Paavo Havaksen tie 5 E  90570  Oulu  Suomi,,
13,Käyntiosoite,Paavo Havaksen tie 5 E  90570  Oulu  Suomi,,
14,Sähköposti,mika(a)valossa.com,,
15,Www,http://www.valossa.com,,
