,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Imboys Oy,18.03.2015,
1,Y-tunnus,2680848-9,,
2,Kotipaikka,Vantaa,12.09.2016,
3,Yritysmuoto,Osakeyhtiö,18.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.03.2015,,
6,Viimeisin rekisteröintiajankohta,01.12.2022,01.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,18.03.2015,,
8,Yrityksen tila,Rekisterissä,18.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.08.2019,
11,Yhteystiedot,,02.02.2023,
12,Postiosoite,Peltotie 45  01490  Vantaa  Suomi,,
13,Puhelin,"+358 405516178, +358 405516178",,
14,Sähköposti,hello(a)imboys.com,,
15,Www,http://www.imboys.com,,
