,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Nide Kirjakauppa Oy,30.10.2015,
1,Y-tunnus,2718730-3,,
2,Kotipaikka,Helsinki,30.10.2015,
3,Yritysmuoto,Osakeyhtiö,30.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.10.2015,,
6,Viimeisin rekisteröintiajankohta,25.04.2023,25.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,30.10.2015,,
8,Yrityksen tila,Rekisterissä,30.10.2015,
9,Yrityksen tilanne,Saneerausmenettelyssä,01.08.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Kyllä,25.04.2023,
12,Yhteystiedot,,03.03.2020,
13,Postiosoite,Fredrikinkatu 35  00120  Helsinki  Suomi,,
14,Käyntiosoite,Fredrikinkatu 35  00120  Helsinki  Suomi,,
15,Puhelin,"0504600337, 0504600337",,
16,Sähköposti,info(a)nidekauppa.fi,,
17,Www,http://www.nidekauppa.fi,,
