,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Teekat Oy,06.10.2015,
1,Y-tunnus,2715075-4,,
2,Kotipaikka,Lempäälä,06.10.2015,
3,Yritysmuoto,Osakeyhtiö,06.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.10.2015,,
6,Viimeisin rekisteröintiajankohta,04.04.2023,04.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,06.10.2015,,
8,Yrityksen tila,Rekisterissä,06.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,12.05.2021,
11,Yhteystiedot,,01.10.2015,
12,Postiosoite,Tampereentie 4  37500  Lempäälä  Suomi,,
13,Käyntiosoite,Tampereentie 4  37500  Lempäälä  Suomi,,
