,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Alpha Resource Oy,21.01.2016,
1,Y-tunnus,2736617-6,,
2,Kotipaikka,Helsinki,21.01.2016,
3,Yritysmuoto,Osakeyhtiö,21.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.01.2016,,
6,Viimeisin rekisteröintiajankohta,06.05.2023,06.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,21.01.2016,,
8,Yrityksen tila,Rekisterissä,21.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.06.2020,
11,Yhteystiedot,,01.10.2018,
12,Postiosoite,Aleksanterinkatu 17  00100  Helsinki  Suomi,,
13,Käyntiosoite,Aleksanterinkatu 17  00100  Helsinki  Suomi,,
14,Puhelin,0503733264,,
15,Sähköposti,mika.hiltunen(a)alpharesource.fi,,
16,Www,http://www.alpharesource.fi,,
