,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Fastighets Ab Kyrkbacka,21.10.2015,
1,Y-tunnus,2718258-8,,
2,Kotipaikka,Raasepori,21.10.2015,
3,Yritysmuoto,Osakeyhtiö,21.10.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,21.10.2015,,
6,Viimeisin rekisteröintiajankohta,06.08.2022,06.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,21.10.2015,,
8,Yrityksen tila,Rekisterissä,21.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,14.12.2020,
11,Yhteystiedot,,16.10.2015,
12,Postiosoite,Kyrkbackavägen 4 B 3  10520  Tenala  Suomi,,
13,Käyntiosoite,Kyrkbackavägen 4 B 3  10520  Tenala  Suomi,,
14,Puhelin,0400 472281,,
15,Sähköposti,service(a)pofriman.fi,,
