,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Biohacking Center Finland Oy,19.11.2015,
1,Y-tunnus,2724528-6,,
2,Kotipaikka,Helsinki,19.11.2015,
3,Yritysmuoto,Osakeyhtiö,19.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.11.2015,,
6,Viimeisin rekisteröintiajankohta,21.05.2022,21.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,19.11.2015,,
8,Yrityksen tila,Rekisterissä,19.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,12.11.2015,
12,Postiosoite,Isonnevantie 16 B  00320  Helsinki  Suomi,,
13,Käyntiosoite,Isonnevantie 16 B  00320  Helsinki  Suomi,,
14,Puhelin,044 5480328,,
15,Sähköposti,mikko(a)helsinkisalsaacademy.com,,
16,Www,http://www.helsinkisalsaacademy.com,,
