,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,JV Jäähdytysvoima Oy,01.10.2015,
1,Y-tunnus,2713866-7,,
2,Kotipaikka,Taipalsaari,01.10.2015,
3,Yritysmuoto,Osakeyhtiö,01.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.10.2015,,
6,Viimeisin rekisteröintiajankohta,05.07.2022,05.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.10.2015,,
8,Yrityksen tila,Rekisterissä,01.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.07.2021,
11,Yhteystiedot,,08.08.2022,
12,Postiosoite,Töyrylänkatu 6 C  53550  Lappeenranta  Suomi,,
13,Käyntiosoite,Töyrylänkatu 6 C  53550  Lappeenranta  Suomi,,
14,Puhelin,0400355126,,
15,Sähköposti,info.jvjaahdytysvoima(a)gmail.com,,
16,Www,http://www.jvjaahdytysvoima.fi,,
