,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,RKM Lehtonen Oy,29.01.2015,
1,Y-tunnus,2667422-2,,
2,Kotipaikka,Turku,29.01.2015,
3,Yritysmuoto,Osakeyhtiö,29.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.01.2015,,
6,Viimeisin rekisteröintiajankohta,10.03.2023,10.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,29.01.2015,,
8,Yrityksen tila,Rekisterissä,29.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.10.2022,
11,Yhteystiedot,,15.04.2019,
12,Postiosoite,Vanha Pikisaarentie 1  20900  Turku  Suomi,,
13,Käyntiosoite,Vanha Pikisaarentie 1  20900  Turku  Suomi,,
14,Puhelin,0504056151,,
15,Sähköposti,tomi(a)rkmlehtonen.fi,,
