,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,ProPolish Ab,07.04.2015,
1,Y-tunnus,2683780-2,,
2,Kotipaikka,Maarianhamina,07.04.2015,
3,Yritysmuoto,Osakeyhtiö,07.04.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,07.04.2015,,
6,Viimeisin rekisteröintiajankohta,19.05.2022,19.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,07.04.2015,,
8,Yrityksen tila,Rekisterissä,07.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,29.12.2021,
12,Postiosoite,Blomstringevägen 10  22150  Jomala  Suomi,,
13,Käyntiosoite,Blomstringevägen 10  22150  Jomala  Suomi,,
14,Puhelin,"+358 18 22 226, +358 40 57 18 326",,
15,Sähköposti,prosound(a)aland.net,,
