,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,JME-Tilit Oy,23.01.2015,
1,Y-tunnus,2665086-1,,
2,Kotipaikka,Lahti,23.01.2015,
3,Yritysmuoto,Osakeyhtiö,23.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.01.2015,,
6,Viimeisin rekisteröintiajankohta,09.03.2022,09.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,23.01.2015,,
8,Yrityksen tila,Rekisterissä,23.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.10.2019,
11,Yhteystiedot,,20.10.2022,
12,Postiosoite,Tapparakatu 1 A 1  15700  Lahti  Suomi,,
13,Käyntiosoite,Ala-Okeroistentie 213  15820  Lahti  Suomi,,
