,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Potestas Oy,12.08.2015,
1,Y-tunnus,2701437-3,,
2,Kotipaikka,Lahti,12.08.2015,
3,Yritysmuoto,Osakeyhtiö,12.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.08.2015,,
6,Viimeisin rekisteröintiajankohta,09.09.2022,09.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,12.08.2015,,
8,Yrityksen tila,Rekisterissä,12.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.06.2020,
11,Yhteystiedot,,09.11.2015,
12,Postiosoite,c/o Kempinvest Oy  PL 13  15801  Lahti  Suomi,,
13,Käyntiosoite,c/o Kempinvest Oy  Kempinkatu 1  15810  Lahti  Suomi,,
