,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Vilokan Aircraft Deicing Fluid Solutions Oy,08.12.2021,
1,Y-tunnus,2731520-5,,
2,Kotipaikka,Vantaa,20.01.2016,
3,Yritysmuoto,Osakeyhtiö,20.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.01.2016,,
6,Viimeisin rekisteröintiajankohta,08.12.2021,08.12.2021,
7,Yrityksen tiedot järjestelmässä alkaen,20.01.2016,,
8,Yrityksen tila,Rekisterissä,08.12.2021,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,12.10.2018,
12,Postiosoite,Vantaankoskentie 14  01670  Vantaa  Suomi,,
13,Sähköposti,info(a)vilokanadf.com,,
14,Www,http://www.vilokanadf.com,,
