,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rakennustyö Vainio Oy,21.01.2015,
1,Y-tunnus,2664300-4,,
2,Kotipaikka,Salo,21.01.2015,
3,Yritysmuoto,Osakeyhtiö,21.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.01.2015,,
6,Viimeisin rekisteröintiajankohta,14.06.2022,14.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,21.01.2015,,
8,Yrityksen tila,Rekisterissä,21.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,17.06.2019,
12,Postiosoite,Skotlannintie 50  25610  Ylönkylä  Suomi,,
13,Käyntiosoite,Skotlannintie 50  25610  Ylönkylä  Suomi,,
14,Puhelin,044 331 9941,,
15,Sähköposti,janne(a)rakeva.fi,,
16,Www,http://www.rakeva.fi,,
