,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,CNCSERVICECENTERI OY,31.03.2015,
1,Y-tunnus,2682026-9,,
2,Kotipaikka,Pori,31.03.2015,
3,Yritysmuoto,Osakeyhtiö,31.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.03.2015,,
6,Viimeisin rekisteröintiajankohta,12.02.2020,12.02.2020,
7,Yrityksen tiedot järjestelmässä alkaen,31.03.2015,,
8,Yrityksen tila,Rekisterissä,31.03.2015,
9,Yrityksen tilanne,Konkurssissa,12.02.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,15.06.2015,
13,Postiosoite,Umpiaidankuja 14  29570  Söörmarkku  Suomi,,
14,Käyntiosoite,Umpiaidankuja 14  29570  Söörmarkku  Suomi,,
15,Puhelin,"0449863471, 0449863471",,
16,Sähköposti,service(a)cncservicecenteri.fi,,
17,Www,http://www.cncservicecenteri.fi,,
