,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,CraneDiag Oy,21.12.2015,
1,Y-tunnus,2727643-7,,
2,Kotipaikka,Turku,21.12.2015,
3,Yritysmuoto,Osakeyhtiö,21.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.12.2015,,
6,Viimeisin rekisteröintiajankohta,04.05.2023,04.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,21.12.2015,,
8,Yrityksen tila,Rekisterissä,21.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,22.04.2021,
12,Postiosoite,c/o Kurki  Aurakatu 1 C 43  20100  Turku  Suomi,,
13,Käyntiosoite,c/o Kurki  Aurakatu 1 C 43  20100  Turku  Suomi,,
14,Puhelin,"040-7019158, 040-7019158",,
