,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Autohuolto Sotkamo Oy,03.06.2015,
1,Y-tunnus,2692292-7,,
2,Kotipaikka,Sotkamo,03.06.2015,
3,Yritysmuoto,Osakeyhtiö,03.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.06.2015,,
6,Viimeisin rekisteröintiajankohta,26.02.2022,26.02.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.06.2015,,
8,Yrityksen tila,Rekisterissä,03.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.09.2019,
11,Yhteystiedot,,25.11.2015,
12,Postiosoite,KAINUUNTIE 1  88600  Sotkamo  Suomi,,
13,Käyntiosoite,Kainuuntie 1  88600  Sotkamo  Suomi,,
14,Puhelin,0407791380,,
