,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Barkbackens Servicehus Ab,01.03.2016,
1,Y-tunnus,2735603-1,,
2,Kotipaikka,Turku,19.01.2016,
3,Yritysmuoto,Osakeyhtiö,19.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.01.2016,,
6,Viimeisin rekisteröintiajankohta,20.01.2023,20.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,19.01.2016,,
8,Yrityksen tila,Rekisterissä,19.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.06.2022,
11,Yhteystiedot,,02.08.2021,
12,Postiosoite,Multavierugatan 5  20100  Åbo  Suomi,,
13,Käyntiosoite,Multavierugatan 5  20100  Åbo  Suomi,,
14,Puhelin,024103300,,
15,Faksi,022313339,,
16,Sähköposti,info(a)parkinmaki.fi,,
