,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,NOVH Oy,02.02.2015,
1,Y-tunnus,2668238-8,,
2,Kotipaikka,Sotkamo,02.02.2015,
3,Yritysmuoto,Osakeyhtiö,02.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.02.2015,,
6,Viimeisin rekisteröintiajankohta,21.05.2022,21.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.02.2015,,
8,Yrityksen tila,Rekisterissä,02.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.03.2020,
11,Yhteystiedot,,21.01.2015,
12,Postiosoite,Salmelantie 6  88600  Sotkamo  Suomi,,
13,Käyntiosoite,Salmelantie 6  88600  Sotkamo  Suomi,,
14,Puhelin,"040-7487381, 050-5397399",,
15,Sähköposti,info(a)novh.fi,,
16,Www,http://www.novh.fi,,
