,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lifeline Ventures GP III Oy,29.12.2015,
1,Y-tunnus,2733445-7,,
2,Kotipaikka,Helsinki,29.12.2015,
3,Yritysmuoto,Osakeyhtiö,29.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.12.2015,,
6,Viimeisin rekisteröintiajankohta,09.05.2023,09.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,29.12.2015,,
8,Yrityksen tila,Rekisterissä,29.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.03.2020,
11,Yhteystiedot,,28.12.2016,
12,Postiosoite,Pursimiehenkatu 26 C  00150  Helsinki  Suomi,,
13,Käyntiosoite,Pursimiehenkatu 26 C  00150  Helsinki  Suomi,,
14,Puhelin,0400 569 628,,
15,Sähköposti,info(a)lifelineventures.com,,
