,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Hiekkatie 2,09.09.2015,
1,Y-tunnus,2708262-4,,
2,Kotipaikka,Ylöjärvi,09.09.2015,
3,Yritysmuoto,Osakeyhtiö,09.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.09.2015,,
6,Viimeisin rekisteröintiajankohta,09.02.2023,09.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,09.09.2015,,
8,Yrityksen tila,Rekisterissä,09.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.02.2021,
11,Yhteystiedot,,02.09.2015,
12,Postiosoite,Hiekkatie 2  33470  Ylöjärvi  Suomi,,
13,Käyntiosoite,Hiekkatie 2  33470  Ylöjärvi  Suomi,,
14,Puhelin,0404402768,,
