,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Micro Beverage Holding Oy Ab,26.05.2015,
1,Y-tunnus,2691417-7,,
2,Kotipaikka,Helsinki,26.05.2015,
3,Yritysmuoto,Osakeyhtiö,26.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.05.2015,,
6,Viimeisin rekisteröintiajankohta,10.10.2022,10.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,26.05.2015,,
8,Yrityksen tila,Rekisterissä,26.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.06.2020,
11,Yhteystiedot,,19.05.2015,
12,Postiosoite,Norra Esplanaden 5  00170  Helsingfors  Suomi,,
13,Käyntiosoite,Norra Esplanaden 5  00170  Helsingfors  Suomi,,
