,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suomen Talopurku Oy,20.02.2020,
1,Y-tunnus,2699507-7,,
2,Kotipaikka,Lahti,21.07.2015,
3,Yritysmuoto,Osakeyhtiö,21.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.07.2015,,
6,Viimeisin rekisteröintiajankohta,27.03.2023,27.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,21.07.2015,,
8,Yrityksen tila,Rekisterissä,21.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.03.2023,
11,Yhteystiedot,,17.03.2020,
12,Postiosoite,c/o Viilaajankatu 3  Viilaajankatu 3  15520  Lahti  Suomi,,
13,Käyntiosoite,Viilaajankatu 3  15520  Lahti  Suomi,,
14,Puhelin,0400302900,,
15,Sähköposti,Info(a)suomentalopurku.fi,,
16,Www,http://www.suomentalopurku.fi,,
