,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Varsinais-Suomen Kuljetus Oy,26.05.2015,
1,Y-tunnus,2691990-4,,
2,Kotipaikka,Nousiainen,26.05.2015,
3,Yritysmuoto,Osakeyhtiö,26.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.05.2015,,
6,Viimeisin rekisteröintiajankohta,13.03.2023,13.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,26.05.2015,,
8,Yrityksen tila,Rekisterissä,26.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,13.03.2023,
11,Yhteystiedot,,16.11.2021,
12,Postiosoite,Salvumiehenkatu 4  20320  Turku  Suomi,,
