,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Bellazze Oy,27.07.2015,
1,Y-tunnus,2701343-4,,
2,Kotipaikka,Turku,27.07.2015,
3,Yritysmuoto,Osakeyhtiö,27.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.07.2015,,
6,Viimeisin rekisteröintiajankohta,21.04.2022,21.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.07.2015,,
8,Yrityksen tila,Rekisterissä,27.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,10.08.2019,
11,Yhteystiedot,,25.03.2019,
12,Postiosoite,c/o Vähäheikkiläntie 56 C 4.krs 3  Vähäheikkiläntie 56 C 3  20810  Turku  Suomi,,
13,Käyntiosoite,c/o Vähäheikkiläntie 56 4.krs 3  Vähäheikkiläntie 56 C 3  20810  Turku  Suomi,,
14,Puhelin,040-4190144,,
