,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Inia Solutions Oy,08.10.2015,
1,Y-tunnus,2715801-9,,
2,Kotipaikka,Helsinki,08.10.2015,
3,Yritysmuoto,Osakeyhtiö,08.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.10.2015,,
6,Viimeisin rekisteröintiajankohta,27.10.2022,27.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.10.2015,,
8,Yrityksen tila,Rekisterissä,08.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,04.06.2020,
11,Yhteystiedot,,18.08.2022,
12,Postiosoite,Itälahdenkatu 22 A  00210  Helsinki  Suomi,,
