,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Pusulan Konetyö Oy,30.11.2015,
1,Y-tunnus,2722748-3,,
2,Kotipaikka,Lohja,30.11.2015,
3,Yritysmuoto,Osakeyhtiö,30.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.11.2015,,
6,Viimeisin rekisteröintiajankohta,09.05.2022,09.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.11.2015,,
8,Yrityksen tila,Rekisterissä,30.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.04.2022,
11,Yhteystiedot,,27.04.2022,
12,Postiosoite,Pihkapalontie 373  03850  Pusula  Suomi,,
13,Puhelin,0503474036,,
