,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Varaosaportti Oy,01.03.2016,
1,Y-tunnus,2728362-9,,
2,Kotipaikka,Raahe,04.12.2015,
3,Yritysmuoto,Osakeyhtiö,04.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.12.2015,,
6,Viimeisin rekisteröintiajankohta,17.08.2022,17.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,04.12.2015,,
8,Yrityksen tila,Rekisterissä,04.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,04.02.2016,
12,Postiosoite,Antinkatu 1  92130  Raahe  Suomi,,
13,Käyntiosoite,Antinkatu 1  92130  Raahe  Suomi,,
14,Puhelin,044 0717322,,
15,Sähköposti,normaali(a)netti.fi,,
