,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Work goes happy Oy,27.04.2015,
1,Y-tunnus,2687095-2,,
2,Kotipaikka,Helsinki,27.04.2015,
3,Yritysmuoto,Osakeyhtiö,27.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.04.2015,,
6,Viimeisin rekisteröintiajankohta,11.08.2022,11.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.04.2015,,
8,Yrityksen tila,Rekisterissä,27.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.06.2020,
11,Yhteystiedot,,19.12.2018,
12,Postiosoite,Hilda Flodinin aukio 2 A 3  00300  Helsinki  Suomi,,
13,Käyntiosoite,Hilda Flodinin aukio 2 A 3  00300  Helsinki  Suomi,,
