,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Saeloe Oy,07.10.2015,
1,Y-tunnus,2713997-7,,
2,Kotipaikka,Raisio,07.10.2015,
3,Yritysmuoto,Osakeyhtiö,07.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.10.2015,,
6,Viimeisin rekisteröintiajankohta,05.03.2022,05.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,07.10.2015,,
8,Yrityksen tila,Rekisterissä,07.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,07.08.2019,
11,Yhteystiedot,,25.10.2015,
12,Postiosoite,Särkilahdenkatu 6 A 1  21200  Raisio  Suomi,,
