,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Skogby Strand Ab,06.07.2021,
1,Y-tunnus,2718234-2,,
2,Kotipaikka,Raasepori,06.07.2021,
3,Yritysmuoto,Osakeyhtiö,20.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.10.2015,,
6,Viimeisin rekisteröintiajankohta,10.03.2023,10.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,20.10.2015,,
8,Yrityksen tila,Rekisterissä,20.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.07.2020,
11,Yhteystiedot,,16.10.2015,
12,Postiosoite,Linnankatu 88  20100  Turku  Suomi,,
13,Käyntiosoite,Linnankatu 88  20100  Turku  Suomi,,
14,Puhelin,02 2111 600,,
15,Faksi,02 2111 666,,
16,Sähköposti,accounting(a)meriaura.fi,,
