,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Maamusta Oy,29.04.2015,
1,Y-tunnus,2678764-9,,
2,Kotipaikka,Helsinki,29.04.2015,
3,Yritysmuoto,Osakeyhtiö,29.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.04.2015,,
6,Viimeisin rekisteröintiajankohta,31.08.2022,31.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,29.04.2015,,
8,Yrityksen tila,Rekisterissä,29.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,08.09.2020,
12,Postiosoite,Hauhontie 6 B 5  00550  Helsinki  Suomi,,
13,Käyntiosoite,Hauhontie 6 B 5  00550  Helsinki  Suomi,,
14,Puhelin,"+3580505559738, +3580505559738",,
15,Sähköposti,maamusta(a)maamusta.com,,
16,Www,http://www.maamusta.com,,
