,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistöosakeyhtiö Luomannotko 4,16.11.2015,
1,Y-tunnus,2722848-6,,
2,Kotipaikka,Espoo,16.11.2015,
3,Yritysmuoto,Osakeyhtiö,16.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.11.2015,,
6,Viimeisin rekisteröintiajankohta,08.03.2023,08.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,16.11.2015,,
8,Yrityksen tila,Rekisterissä,16.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.06.2020,
11,Yhteystiedot,,05.11.2015,
12,Postiosoite,Lyökkiniemi 4 C  02160  Espoo  Suomi,,
13,Käyntiosoite,Luomannotko 4  02200  Espoo  Suomi,,
