,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Eläinklinikka Tassuasema Oy,03.08.2015,
1,Y-tunnus,2702848-4,,
2,Kotipaikka,Kauniainen,03.08.2015,
3,Yritysmuoto,Osakeyhtiö,03.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.08.2015,,
6,Viimeisin rekisteröintiajankohta,24.03.2023,24.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,03.08.2015,,
8,Yrityksen tila,Rekisterissä,03.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.12.2019,
11,Yhteystiedot,,03.08.2015,
12,Postiosoite,Laaksotie 11  02700  Kauniainen  Suomi,,
13,Käyntiosoite,Laaksotie 11  02700  Kauniainen  Suomi,,
