,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Gylden Marine Oy Ltd,02.12.2015,
1,Y-tunnus,2726440-1,,
2,Kotipaikka,Espoo,02.12.2015,
3,Yritysmuoto,Osakeyhtiö,02.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.12.2015,,
6,Viimeisin rekisteröintiajankohta,28.04.2023,28.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,02.12.2015,,
8,Yrityksen tila,Rekisterissä,02.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.04.2020,
11,Yhteystiedot,,23.11.2015,
12,Postiosoite,Salakkakuja 2 A 12  02170  Espoo  Suomi,,
13,Käyntiosoite,Salakkakuja 2 A 12  02170  Espoo  Suomi,,
14,Puhelin,0408382461,,
15,Sähköposti,risto.gylden(a)gylden.fi,,
16,Www,http://www.gylden.fi,,
