,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Vaski Group Oy,11.04.2023,
1,Y-tunnus,2701626-4,,
2,Kotipaikka,Seinäjoki,12.08.2015,
3,Yritysmuoto,Osakeyhtiö,12.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.08.2015,,
6,Viimeisin rekisteröintiajankohta,11.04.2023,11.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,12.08.2015,,
8,Yrityksen tila,Rekisterissä,12.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.10.2022,
11,Yhteystiedot,,28.03.2023,
12,Postiosoite,Kauppaneliö 3  60120  Seinäjoki  Suomi,,
13,Käyntiosoite,Kauppaneliö 3  60120  Seinäjoki  Suomi,,
14,Sähköposti,info(a)vaski.com,,
15,Www,http://www.vaski.com,,
