,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sonicvision Oy,29.09.2015,
1,Y-tunnus,2712008-8,,
2,Kotipaikka,Porvoo,29.09.2015,
3,Yritysmuoto,Osakeyhtiö,29.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.09.2015,,
6,Viimeisin rekisteröintiajankohta,14.01.2023,14.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,29.09.2015,,
8,Yrityksen tila,Rekisterissä,29.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.06.2020,
11,Yhteystiedot,,31.10.2021,
12,Postiosoite,Hallitie 1 B  06400  Porvoo  Suomi,,
13,Käyntiosoite,Hallitie 1 B  06400  Porvoo  Suomi,,
14,Puhelin,040 1893316,,
15,Sähköposti,jussi(a)sonicvision.fi,,
16,Www,http://www.sonicvision.fi,,
